event,event_name,position,athelete,country,mark
High Jump women,11th IAAF World Championships in Athletics,1,Blanka Vlašic,CRO,2.05
High Jump women,11th IAAF World Championships in Athletics,2,Anna Chicherova,RUS,2.03
High Jump women,11th IAAF World Championships in Athletics,2,Antonietta Di Martino,ITA,2.03
High Jump women,11th IAAF World Championships in Athletics,4,Elena Slesarenko,RUS,2.00
High Jump women,11th IAAF World Championships in Athletics,5,Ekaterina Savchenko,RUS,2.00
High Jump women,11th IAAF World Championships in Athletics,6,Ruth Beitia,ESP,1.97
High Jump women,11th IAAF World Championships in Athletics,7,Marina Aitova,KAZ,1.94
High Jump women,11th IAAF World Championships in Athletics,7,Vita Palamar,UKR,1.94
High Jump women,11th IAAF World Championships in Athletics,7,Kajsa Bergqvist,SWE,1.94
High Jump women,11th IAAF World Championships in Athletics,7,Emma Green,SWE,1.94
High Jump women,11th IAAF World Championships in Athletics,7,Melanie Melfort,FRA,1.94
High Jump women,11th IAAF World Championships in Athletics,12,Amy Acuff,USA,1.94
High Jump women,11th IAAF World Championships in Athletics,13,Miruna Mataoanu,ROU,1.90
High Jump women,11th IAAF World Championships in Athletics,14,Tia Hellebaut,BEL,1.90
High Jump women,11th IAAF World Championships in Athletics,15,Levern Spencer,LCA,1.90
High Jump women,11th IAAF World Championships in Athletics,15,Barbora Laláková,CZE,1.90
